data_venda,cod_produto,cod_SAP,valor_venda
2026-03-29,76,107825,425.05
2026-04-06,51,9933,1294.33
2026-04-06,21,194144,1954.64
2026-03-24,8,63617,2372.39
2026-06-29,33,124282,1436.26
2026-03-11,15,42621,676.61
2026-06-16,70,1576772,1563.18
2026-03-31,48,130794,1619.02
2026-03-21,12,63622,402.07
2026-03-15,25,63853,2273.93
2026-06-24,83,95346,289.99
2026-04-21,83,63553,1988.52
2026-07-24,75,1755297,1439.88
2026-05-09,84,1114695,1949.14
2026-06-23,3,142263,1255.57
2026-05-28,24,18478,633.54
2026-04-06,5,188377,1709.32
2026-05-05,52,18475,1199.56
2026-06-07,78,113150,1233.51
2026-04-20,46,107388,2130.38
2026-05-14,78,63803,811.93
2026-05-02,22,5335,1856.66
2026-04-04,7,109730,1825.86
2026-03-18,53,4647,987.02
2026-03-05,19,1159284,1091.98
2026-04-02,61,1794537,1257.58
2026-03-14,71,89436,1017.13
2026-03-11,30,67144,156.21
2026-06-17,25,63381,2000.90
2026-03-11,46,1137419,1062.19
2026-03-18,52,132606,285.93
2026-03-14,41,1603464,853.52
2026-04-09,75,1714,1291.61
2026-06-18,37,63663,1224.47
2026-05-19,27,1132287,478.86
2026-07-01,48,141743,2352.15
2026-03-03,56,19223,454.17
2026-07-21,71,1759627,2210.73
2026-05-19,20,66519,302.44
2026-05-29,49,1174673,1091.79
2026-05-28,74,1662226,1140.66
2026-03-13,49,63528,666.74
2026-06-07,18,17003,1759.33
2026-03-05,35,110673,2098.54
2026-06-29,9,114664,1178.29
2026-06-23,85,1633919,1261.54
2026-04-13,69,8067,1629.58
2026-03-30,46,56940,926.47
2026-03-29,77,1660617,2176.10
2026-04-18,71,161255,1172.96
2026-07-26,39,4128,741.66
2026-04-06,76,61785,2187.26
2026-05-26,57,1128421,116.67
2026-06-20,35,6144,126.19
2026-07-15,6,3477,1231.52
2026-04-29,17,7005,1731.84
2026-05-07,76,1127268,364.49
2026-05-22,53,97048,855.92
2026-06-16,59,1152771,2430.81
2026-04-10,86,56847,2353.01
2026-04-28,15,1004817,2337.52
2026-04-22,32,14954,2247.20
2026-04-06,53,7731,2438.61
2026-05-17,76,4949,1315.79
2026-03-06,59,14305,400.68
2026-03-12,65,106240,365.78
2026-07-19,76,140989,170.67
2026-05-15,80,141036,462.25
2026-04-28,12,40919,762.30
2026-06-24,34,167081,1008.24
2026-06-22,56,1172780,1617.44
2026-03-02,84,1105541,515.97
2026-07-19,56,1087894,1497.08
2026-07-23,26,4775,1971.70
2026-04-02,83,1770872,1983.54
2026-04-18,14,181122,1032.58
2026-05-23,38,1605990,2017.65
2026-05-22,55,1164263,1540.63
2026-04-02,57,58346,1423.96
2026-04-29,53,66780,1833.57
2026-05-12,40,6320,870.68
2026-07-22,80,62332,1766.99
2026-05-02,9,1749408,2115.65
2026-03-16,40,63771,1258.50
2026-07-12,8,104077,286.06
2026-07-26,25,15062,2099.53
2026-07-10,31,1735378,1606.11
2026-04-01,60,16745,595.10
2026-07-03,18,1586888,1110.62
2026-03-29,23,1578667,1419.55
2026-06-22,86,1704534,147.07
2026-04-25,20,49740,167.85
2026-03-31,14,90122,530.34
2026-04-09,59,8283,431.18
2026-04-21,1,19825,348.97
2026-03-15,66,19673,103.21
2026-06-18,79,87258,435.88
2026-04-21,47,1180503,687.18
2026-04-24,16,114613,2261.26
2026-05-05,84,1683551,1658.20
2026-05-06,36,61915,631.32
2026-04-17,37,18340,848.34
2026-07-10,64,107850,1445.69
2026-05-14,46,163186,1879.42
2026-06-12,66,1039589,247.41
2026-04-09,2,4612,264.98
2026-06-20,46,77513,1808.12
2026-04-16,43,1168864,1909.58
2026-05-22,35,179633,1577.31
2026-04-17,27,1569761,2452.17
2026-07-16,83,71935,1956.65
2026-05-12,57,14905,224.09
2026-07-20,59,509,2010.28
2026-06-06,71,561,950.80
2026-04-10,48,1066128,1893.81
2026-03-28,38,63617,1870.49
2026-07-18,6,18318,838.61
2026-05-17,24,59509,2030.80
2026-04-11,75,1125371,942.97
2026-05-28,48,1059877,133.38
2026-04-15,77,16320,2175.59
2026-05-05,4,1783209,2279.13
2026-04-17,34,22008,1884.60
2026-04-25,86,154072,1764.69
2026-04-09,37,1172780,632.80
2026-07-04,75,45768,917.31
2026-04-06,13,8017,403.09
2026-04-03,12,18947,2339.14
2026-05-20,38,1129581,1086.08
2026-06-05,33,3823,1429.55
2026-05-14,16,5082,2415.48
2026-07-16,60,5349,773.54
2026-03-12,77,107778,754.45
2026-03-26,82,1636521,1460.02
2026-04-10,74,1790216,2347.38
2026-05-13,11,1572785,566.56
2026-06-29,69,38874,458.96
2026-07-09,23,113004,1891.76
2026-05-07,59,4954,1210.54
2026-04-26,21,119153,1340.44
2026-05-02,52,68690,1439.31
2026-07-27,43,1797975,1196.41
2026-03-08,48,132203,519.00
2026-04-19,58,128249,1702.48
2026-06-08,17,4274,449.70
2026-07-10,8,41243,2139.65
2026-04-21,21,1608967,1687.70
2026-05-02,39,8017,2468.87
2026-07-17,24,1133462,2034.30
2026-05-07,70,1148281,1989.22
2026-04-18,54,185059,1401.84
2026-05-28,34,160134,153.24
2026-06-25,54,3764,890.62
2026-07-21,34,1038087,185.99
2026-04-26,46,15475,1369.19
2026-07-27,76,92079,1060.30
2026-03-04,45,13655,809.62
2026-03-12,6,1790916,616.18
2026-03-06,51,3368,836.91
2026-05-02,54,1626761,642.65
2026-03-02,18,11941,533.20
2026-03-04,29,1603568,698.30
2026-03-02,20,9289,1467.90
2026-03-29,9,1775089,2036.43
2026-04-05,1,41840,478.47
2026-03-21,50,1617845,1413.90
2026-05-10,25,1786911,1805.12
2026-04-12,39,176243,362.72
2026-06-12,33,1004386,765.79
2026-04-14,18,1050792,1523.14
2026-07-11,48,63708,2482.54
2026-04-03,80,1144418,2374.94
2026-03-26,75,66968,2058.85
2026-04-27,41,19673,1227.03
2026-03-06,52,1137441,2428.81
2026-06-03,43,1724444,1009.12
2026-07-14,61,9575,1236.35
2026-05-10,85,519,2377.27
2026-05-13,68,1115110,1553.11
2026-07-23,68,7120,1204.03
2026-04-21,17,103351,2133.53
2026-07-09,71,8017,986.10
2026-04-21,28,1125027,298.63
2026-07-02,1,1133462,1776.14
2026-07-28,68,1770988,1868.02
2026-05-05,47,178528,886.18
2026-03-16,1,58346,2106.17
2026-05-21,71,147949,2432.15
2026-07-28,81,11093,2393.51
2026-03-24,67,117782,1863.79
2026-06-23,8,1641814,553.11
2026-07-08,15,1639298,2442.09
2026-06-10,54,15686,500.02
2026-06-19,15,65618,1293.88
2026-04-11,29,66158,2236.99
2026-03-30,48,107642,1520.68
2026-04-15,76,1960,1627.88
2026-04-09,69,1633919,1213.14
2026-07-23,63,2073,2144.67
2026-04-14,17,4901,1412.48
2026-04-14,34,1157927,1362.30
2026-05-14,27,1712611,963.10
2026-03-29,24,8538,2378.95
2026-07-16,63,16630,2355.02
2026-04-07,75,1003092,2455.30
2026-03-29,19,1589098,232.92
2026-07-23,56,171091,2313.95
2026-07-11,5,19054,1847.29
2026-07-24,33,191435,2481.09
2026-07-07,2,115654,1345.80
2026-05-18,54,1712525,1515.95
2026-03-22,17,63804,400.24
2026-06-05,19,90678,716.66
2026-07-21,61,163553,1056.69
2026-06-25,17,1111363,1228.84
2026-07-29,17,107829,2354.31
2026-05-13,13,12249,926.36
2026-06-23,47,1648698,1346.50
2026-04-24,14,4652,2357.94
2026-07-17,30,1643699,467.29
2026-03-22,39,58056,1380.93
2026-06-02,45,20253,1289.12
2026-04-20,9,2761,491.94
2026-03-09,66,22157,1347.96
2026-07-15,64,5613,1843.81
2026-04-26,74,14071,2220.92
2026-07-09,80,1126748,727.40
2026-05-16,82,117770,1847.05
2026-03-26,58,167469,1324.56
2026-05-18,79,1006484,1965.34
2026-07-11,5,1585499,2310.88
2026-05-25,54,197754,783.92
2026-04-14,79,46707,1615.40
2026-04-27,30,1663885,401.79
2026-05-29,28,1092445,812.13
2026-03-11,30,1592257,2027.23
2026-07-24,70,6902,1421.83
2026-06-25,85,115228,2254.78
2026-03-13,31,7730,2088.40
2026-06-25,63,7151,1686.97
2026-03-11,25,15474,1647.54
2026-04-02,69,1138147,318.62
2026-04-30,44,107332,2315.72
2026-04-23,41,198166,2334.73
2026-05-25,78,1170384,1522.79
2026-07-16,25,112611,1875.93
2026-03-19,19,1110139,2265.99
2026-04-12,49,194299,608.91
2026-04-25,85,1109672,361.68
2026-04-23,65,1149937,564.45
2026-03-28,81,1579143,1412.13
2026-07-27,84,80967,200.93
2026-05-20,69,197645,2428.06
2026-05-16,37,159082,2049.07
2026-06-09,67,1054089,1602.91
2026-06-08,74,18854,604.43
2026-03-27,51,40919,377.34
2026-05-30,78,124300,909.48
2026-03-02,50,1816213,1084.02
2026-03-15,22,65757,1352.10
2026-04-09,13,1131243,1515.15
2026-06-02,4,12617,435.37
2026-03-13,76,155885,2418.80
2026-03-29,79,1153834,1635.20
2026-07-26,67,10578,1504.98
2026-07-25,72,189350,1297.33
2026-07-09,24,7421,1986.11
2026-05-02,65,1024149,2134.43
2026-07-17,22,5652,1312.88
2026-04-28,48,75797,1236.34
2026-07-24,49,42241,243.18
2026-04-02,7,1163703,161.91
2026-04-11,55,175808,1946.60
2026-07-19,21,15021,2011.74
2026-04-07,63,1744275,2306.47
2026-05-28,33,6134,916.21
2026-06-30,60,107441,235.22
2026-04-01,50,1808968,2382.07
2026-06-13,29,78622,633.45
2026-06-13,36,6505,1089.26
2026-03-22,51,1767814,1185.36
2026-04-09,81,1670,1524.05
2026-07-03,62,12442,525.38
2026-04-29,10,75936,1845.75
2026-05-04,37,1574951,273.61
2026-05-01,55,118506,1040.22
2026-03-08,46,1094619,2277.45
2026-04-21,56,7592,2013.33
2026-03-11,58,1127737,537.43
2026-04-16,5,1625251,237.94
2026-03-01,32,12044,1436.08
2026-05-06,75,63629,983.51
2026-06-05,17,1038963,2171.52
2026-05-17,79,118506,2143.88
2026-06-06,7,4632,1542.20
2026-03-13,83,15686,587.27
2026-03-10,53,80142,2056.11
2026-05-22,71,10408,2322.04
2026-03-16,73,1001225,1899.74
2026-03-30,29,19343,847.41
2026-04-10,28,42983,564.59
2026-07-13,42,1133455,2498.97
2026-07-16,44,90168,602.22
2026-05-24,47,1612522,765.38
2026-04-14,83,6596,2184.20
2026-04-05,46,125584,1238.87
2026-03-13,37,1130844,252.84
2026-05-20,75,1101694,1514.94
2026-04-15,81,921,2381.02
2026-03-15,28,51885,1384.40
2026-05-12,34,1006484,2163.92
2026-07-12,74,77946,209.31
2026-06-21,24,1156902,2316.96
2026-03-23,51,1110478,1122.68
2026-05-15,61,1712191,165.96
2026-07-22,65,149528,2159.14
2026-04-11,11,1625251,1963.34
2026-07-06,44,1629580,807.51
2026-07-03,81,7156,116.65
2026-05-30,64,121595,483.16
2026-03-19,57,1006931,162.75
2026-03-18,36,1128421,1440.60
2026-05-27,74,132291,2143.70
2026-06-19,59,1696813,355.62
2026-04-15,66,1771083,443.59
2026-04-28,69,6393,888.06
2026-07-01,47,4475,1370.82
2026-06-04,7,1634590,1889.31
2026-07-17,19,1081657,402.12
2026-04-10,72,1108262,2358.46
2026-03-21,69,15492,2405.52
2026-05-21,77,137682,2087.42
2026-03-26,44,1118417,356.61
2026-05-31,34,118665,2056.88
2026-05-20,16,14173,1824.64
2026-04-02,5,1785374,379.96
2026-07-19,2,1089943,2134.98
2026-07-16,40,92333,1630.76
2026-07-17,86,136099,540.63
2026-07-25,41,137964,915.96
2026-04-15,51,44323,2323.39
2026-04-22,33,40815,1249.01
2026-07-12,30,176718,2298.64
2026-06-09,1,117490,374.15
2026-06-10,72,17468,2362.86
2026-05-30,15,1074255,298.32
2026-05-05,19,68635,1048.68
2026-06-13,13,5813,681.95
2026-05-13,62,9832,1017.28
2026-06-15,48,1605751,1026.70
2026-04-10,67,142031,783.06
2026-05-22,82,19790,1348.11
2026-04-28,56,1793677,1652.66
2026-03-09,64,181177,485.80
2026-05-20,81,137343,1359.40
2026-03-31,86,15981,133.84
2026-03-01,30,158338,1239.61
2026-07-21,67,1085574,949.54
2026-04-10,26,6134,723.82
2026-04-17,77,2483,1438.33
2026-05-12,54,119414,1064.01
2026-05-27,41,135416,2318.69
2026-05-15,69,111030,1178.31
2026-05-26,28,102011,1205.48
2026-05-31,30,68745,359.34
2026-03-20,7,12952,467.07
2026-03-22,30,103351,1332.34
2026-05-25,40,1136437,685.76
2026-04-07,37,112922,1840.40
2026-03-02,19,81819,625.57
2026-03-04,57,1662226,2466.89
2026-07-23,83,97305,613.60
2026-06-12,49,1050792,1334.76
2026-07-06,17,1614541,1459.36
2026-05-19,87,1573073,2191.17
2026-04-18,56,155167,1453.53
2026-05-18,22,731,1746.19
2026-04-01,70,1589437,423.82
2026-06-30,60,20924,942.04
2026-03-26,26,1102770,859.47
2026-03-02,2,66256,2018.98
2026-04-02,1,9881,334.75
2026-04-19,66,4157,2317.22
2026-06-27,61,49824,1204.91
2026-06-24,4,11725,868.68
2026-06-27,59,1759477,1575.57
2026-07-14,10,115223,867.20
2026-05-16,2,15474,358.17
2026-05-17,47,6707,531.57
2026-05-29,77,1119688,1042.19
2026-06-16,18,1700595,1143.47
2026-03-12,7,81051,296.98
2026-04-18,74,2046,776.05
2026-07-05,60,14973,1199.54
2026-03-09,10,1846497,1785.05
2026-04-25,67,65518,2459.91
2026-07-28,3,17027,1483.26
2026-05-22,72,105112,888.34
2026-04-14,18,199188,1789.18
2026-06-22,31,71452,823.58
2026-04-15,64,42995,360.81
2026-05-24,1,128006,535.48
2026-07-27,82,114091,683.41
2026-07-29,4,14645,798.13
2026-04-15,31,1085661,172.93
2026-07-14,61,1160949,281.74
2026-05-27,81,10148,611.59
2026-04-19,1,55104,1205.20
2026-07-04,10,8886,490.89
2026-03-04,48,49515,1098.28
2026-05-14,84,98397,148.62
2026-06-20,78,107875,1238.41
2026-06-17,1,1073223,1508.44
2026-03-11,56,163605,1153.22
2026-05-17,78,1602929,777.23
2026-04-28,50,15263,852.69
2026-06-11,10,1601371,514.93
2026-04-23,18,66572,484.30
2026-05-30,86,1089484,158.93
2026-06-22,11,135802,2285.16
2026-03-26,2,11251,348.04
2026-06-07,40,1802748,1181.04
2026-05-14,67,8039,1489.04
2026-07-20,3,10466,1003.14
2026-03-14,10,14155,528.06
2026-07-02,26,71958,1986.42
2026-06-12,25,1072292,2111.48
2026-04-06,12,155001,1264.20
2026-03-14,63,1647009,2023.32
2026-04-01,24,196665,547.97
2026-06-18,1,15786,354.45
2026-04-11,19,11237,141.99
2026-04-04,57,1154327,268.51
2026-07-25,46,18490,1225.29
2026-07-23,70,148679,1777.77
2026-07-23,43,1091148,888.17
2026-04-06,8,47050,2406.22
2026-04-30,19,1004930,1197.54
2026-04-14,80,1090234,1920.87
2026-05-12,61,116477,641.21
2026-06-18,75,82780,214.14
2026-05-25,21,13471,419.66
2026-06-07,78,6737,1794.56
2026-05-03,79,8007,835.38
2026-03-27,22,1110295,735.04
2026-03-25,37,1068105,856.18
2026-03-27,20,1652919,1646.87
2026-06-20,2,1136437,679.07
2026-06-23,4,1574937,2029.06
2026-03-16,77,1702709,2114.09
2026-06-22,63,63622,543.85
2026-07-04,63,1138851,1673.83
2026-07-25,17,3193,610.41
2026-04-16,29,5472,1909.28
2026-05-30,20,1799502,1005.90
2026-03-04,84,59992,882.01
2026-06-05,44,185423,1286.85
2026-04-24,15,3304,164.03
2026-04-14,71,1790198,1944.43
2026-06-01,38,2481,1876.94
2026-03-14,60,65757,2409.08
2026-04-07,17,135290,1668.99
2026-04-25,4,1780984,1112.57
2026-07-18,73,130266,678.04
2026-06-01,34,38985,2112.78
2026-06-21,29,107346,1682.21
2026-06-16,26,72430,2427.45
2026-05-17,4,1710,656.75
2026-03-05,6,1803385,1667.37
2026-03-23,68,114568,2411.88
2026-05-22,8,135915,374.78
2026-04-16,71,508,365.77
2026-03-11,73,141007,1013.31
2026-03-29,75,7421,164.51
2026-04-08,11,116132,1102.21
2026-05-30,18,1828617,423.54
2026-05-28,47,1115986,1555.67
2026-05-30,21,100561,2316.97
2026-07-21,7,1098657,1156.11
2026-04-08,71,1107291,535.84
2026-07-01,43,14824,2204.57
2026-03-11,64,1772405,128.20
2026-03-18,8,42307,2415.66
2026-03-04,65,104578,1738.76
2026-06-17,4,162118,1958.43
2026-05-25,66,5197,486.78
2026-03-24,22,6089,786.22
2026-07-11,72,1769330,2234.21
2026-04-20,70,1083481,1259.55
2026-03-13,46,1718746,145.79
2026-03-28,3,138170,881.28
2026-04-04,45,66169,1514.37
2026-03-07,64,47228,938.32
2026-03-03,43,107636,2275.37
2026-04-29,16,18799,668.97
2026-04-09,34,1965,1910.43
2026-06-16,61,116265,136.97
2026-03-23,1,153045,1326.00
2026-05-17,25,137236,265.85
2026-07-11,47,1603361,537.07
2026-03-03,85,1125940,1251.69
2026-06-14,47,77134,1220.46
2026-03-08,44,190060,854.15
2026-04-29,18,1125214,569.52
2026-04-10,11,48556,1409.18
2026-04-08,70,63746,920.48
2026-04-27,51,107411,1180.25
2026-06-01,63,1097956,2291.50
2026-06-25,76,1125795,1910.22
2026-05-15,77,65581,1725.09
2026-06-09,83,113581,1248.08
2026-06-02,80,1083256,650.67
2026-04-28,62,38933,274.98
2026-04-09,1,1024358,276.33
2026-04-23,14,1088290,530.62
2026-07-25,32,119175,1638.09
2026-05-23,85,4232,1864.16
2026-06-17,8,1089484,1044.72
2026-04-01,56,1153331,1040.18
2026-04-18,45,20592,1524.24
2026-03-03,53,78751,2044.28
2026-05-07,11,14967,1481.56
2026-05-04,68,17757,2177.78
2026-05-09,5,90408,220.02
2026-05-21,39,119749,513.57
2026-06-07,3,63685,207.16
2026-04-21,50,54628,2485.44
2026-06-19,15,125973,2362.91
2026-06-07,39,175808,1756.11
2026-04-18,33,6846,1603.37
2026-04-08,77,9838,1121.88
2026-05-12,13,1106856,1638.35
2026-06-16,21,1852605,728.54
2026-05-03,78,20976,2168.08
2026-03-16,37,88509,325.32
2026-03-07,35,20337,2221.02
2026-07-09,50,1004817,1130.42
2026-03-06,79,1132271,709.42
2026-03-24,24,49637,254.50
2026-06-23,18,16391,387.79
2026-06-08,35,47045,272.46
2026-04-18,5,15795,891.48
2026-05-27,49,111007,856.96
2026-05-17,39,18853,1090.80
2026-03-22,15,1163703,748.41
2026-03-05,86,85167,998.49
2026-06-02,61,105800,2068.28
2026-07-13,52,115703,835.18
2026-07-12,16,100264,2035.99
2026-05-24,57,64007,1051.97
2026-03-13,66,65091,2192.74
2026-03-12,80,1108027,1294.20
2026-06-21,61,1643590,1039.29
2026-04-13,81,107378,284.13
2026-06-13,56,198315,2160.86
2026-04-27,30,1698444,545.57
2026-05-22,84,41621,1354.02
2026-03-02,36,3673,452.54
2026-03-22,63,1051411,2463.68
2026-04-30,33,5879,631.69
2026-05-14,5,107690,753.08
2026-04-11,29,83918,1682.09
2026-04-05,28,101037,1093.26
2026-03-22,70,175808,1051.62
2026-04-07,1,1077544,1499.54
2026-04-13,49,7291,1161.44
2026-03-05,57,1788224,804.40
2026-06-11,39,1171144,1109.52
2026-06-30,6,53726,1973.97
2026-07-25,39,179602,1892.37
2026-07-21,15,109730,1362.07
2026-06-19,12,1593028,1378.71
2026-04-20,73,99120,1167.39
2026-06-26,53,1132311,756.17
2026-04-25,67,8057,1353.32
2026-03-02,16,14072,164.03
2026-04-25,71,97706,859.53
2026-03-29,2,48865,1134.55
2026-03-29,35,63567,1570.09
2026-07-29,36,8049,896.18
2026-07-25,21,1663943,1035.25
2026-06-06,49,7319,235.65
2026-05-13,51,121286,2295.91
2026-04-07,37,1144730,2405.30
2026-03-07,18,1104939,652.16
2026-04-18,55,120034,2324.01
2026-07-14,67,11865,1255.95
2026-06-17,77,143263,1078.99
2026-06-08,5,12285,2493.78
2026-07-19,26,15928,1454.92
2026-06-02,5,107389,494.99
2026-06-17,41,1713792,920.68
2026-05-17,56,120979,1340.45
2026-03-23,70,18379,1543.55
2026-03-22,36,1594259,1531.85
2026-04-18,10,1120358,1647.87
2026-07-04,80,1006512,1969.27
2026-03-03,64,174334,1504.74
2026-07-24,83,101579,156.63
2026-03-07,3,13537,838.71
2026-03-27,25,163250,981.01
2026-04-13,75,150415,406.18
2026-03-22,49,59635,1415.32
2026-05-17,1,66950,325.66
2026-05-05,85,19678,2036.12
2026-06-25,46,15474,578.34
2026-06-03,26,65278,1228.75
2026-04-30,64,107675,1744.75
2026-03-28,8,194048,863.09
2026-03-13,14,129203,851.18
2026-04-23,48,53178,1268.30
2026-05-14,87,1601687,1111.31
2026-07-07,15,55805,1817.48
2026-03-29,87,85480,926.34
2026-03-14,66,70939,1457.76
2026-06-25,71,117351,2177.90
2026-07-02,42,107320,636.51
2026-03-25,32,122002,501.17
2026-07-23,37,65763,364.30
2026-04-13,38,83018,186.97
2026-05-14,74,20193,127.78
2026-06-26,51,107694,1754.23
2026-05-12,47,1734223,337.99
2026-07-08,54,65278,1503.49
2026-04-25,5,1104404,1570.93
2026-05-17,49,1113743,1529.46
2026-06-29,65,63647,1018.64
2026-07-23,50,114929,1076.56
2026-04-23,28,99774,1841.54
2026-06-14,83,1125463,1701.61
2026-05-28,35,1650193,1318.79
2026-07-01,22,1969,2158.48
2026-06-14,36,189350,639.84
2026-06-16,4,66673,551.64
2026-03-05,5,5073,1335.62
2026-06-01,42,7706,1122.37
2026-07-15,56,1175248,822.63
2026-03-06,22,1110139,2183.33
2026-05-12,80,128307,274.90
2026-07-16,42,1133614,2181.95
2026-04-05,38,132281,163.16
2026-06-14,60,76136,243.88
2026-05-18,50,1796320,133.33
2026-06-18,32,106498,767.65
2026-05-02,65,1160464,1119.31
2026-06-07,2,1039856,847.46
2026-03-04,53,183040,421.33
2026-07-17,32,120799,427.65
2026-06-30,58,151655,1657.15
2026-07-09,32,63532,2365.03
2026-03-07,69,1014914,255.55
2026-06-23,25,129890,1386.37
2026-03-13,57,130595,2322.72
2026-06-16,34,1091148,2285.75
2026-07-22,24,74956,180.92
2026-07-21,33,1742402,1658.18
2026-07-07,47,73342,927.14
2026-04-21,46,1829859,600.80
2026-07-24,36,147085,1375.33
2026-04-26,40,1815008,1568.24
2026-06-06,19,1659050,305.09
2026-05-14,43,1790916,1838.68
2026-06-06,13,16061,808.22
2026-04-06,36,46354,711.72
2026-04-17,20,1641814,395.08
2026-03-10,67,1790198,1725.47
2026-06-20,77,54578,568.09
2026-06-16,84,138759,1453.00
2026-05-10,27,1075813,1292.26
2026-03-20,66,90981,372.95
2026-03-23,63,1602109,854.70
2026-05-16,51,1647528,1445.04
2026-06-13,1,3480,144.22
2026-07-30,82,97467,267.66
2026-03-29,4,4392,1916.99
2026-06-20,21,1663080,1197.33
2026-05-26,87,19343,1695.38
2026-03-21,15,116701,223.31
2026-04-24,77,63736,2106.71
2026-05-22,31,41421,878.92
2026-05-14,22,1080609,2364.84
2026-04-14,69,18466,1314.80
2026-03-11,48,12816,2039.86
2026-03-15,81,10921,1081.73
2026-04-08,12,68635,2393.39
2026-03-04,3,1092037,2436.77
2026-04-13,26,5765,621.11
2026-06-23,86,1143437,1863.77
2026-04-22,78,103149,1089.90
2026-05-27,77,1623408,1339.89
2026-07-25,76,163239,2411.64
2026-03-13,27,15671,1621.12
2026-07-12,73,1159284,1164.07
2026-07-25,81,85658,775.05
2026-03-12,29,79653,782.99
2026-06-18,45,125792,411.71
2026-03-14,78,1132823,1393.64
2026-03-21,33,172626,1474.06
2026-04-07,46,1170384,2186.51
2026-03-22,16,120979,1822.13
2026-07-06,49,1808968,1319.18
2026-05-11,65,95736,1303.51
2026-07-23,17,11454,2462.57
2026-05-15,66,100005,2413.37
2026-05-08,10,1605751,496.87
2026-03-03,12,1744520,2139.26
2026-04-05,69,154510,1833.98
2026-04-13,44,7081,958.19
2026-06-15,16,6608,2394.27
2026-07-23,5,47754,1475.94
2026-04-19,75,1733898,892.08
2026-04-14,23,1749408,642.19
2026-03-27,14,1093183,1504.85
2026-07-13,4,103618,1367.56
2026-05-10,76,1153911,1672.96
2026-03-05,80,98413,1150.60
2026-03-11,50,179235,1538.33
2026-07-20,19,195906,1266.40
2026-06-09,44,1072511,185.57
2026-03-27,28,117464,197.25
2026-06-16,64,13518,2329.33
2026-06-07,5,3588,1259.38
2026-04-19,48,1019782,364.52
2026-04-28,46,3866,837.57
2026-04-22,72,9150,2359.57
2026-04-12,10,1586283,1307.73
2026-05-13,53,11853,1895.20
2026-04-01,41,163250,2446.97
2026-06-03,47,107856,1236.20
2026-06-29,15,134125,2303.31
2026-06-25,25,11853,1176.39
2026-07-12,46,12368,390.23
2026-04-02,24,18487,1134.78
2026-06-09,69,1693111,2425.29
2026-07-19,24,108550,1177.30
2026-03-23,34,156458,501.59
2026-04-04,18,1111230,2022.64
2026-05-10,37,10204,353.83
2026-04-28,6,11141,969.11
2026-06-04,12,199258,2089.32
2026-05-04,31,168302,2076.67
2026-07-27,11,1122246,1812.37
2026-04-13,14,79864,1912.08
2026-03-25,63,109349,312.12
2026-07-18,30,113055,1468.74
2026-07-09,77,1608165,1956.12
2026-07-19,72,4663,635.68
2026-04-03,62,6972,461.65
2026-03-15,8,1709409,1400.96
2026-03-28,62,1569850,1163.04
2026-04-09,19,1105561,1916.37
2026-07-24,67,107904,503.90
2026-07-19,47,1168864,646.11
2026-05-15,12,1761206,2239.54
2026-04-29,33,57411,1128.69
2026-07-09,69,4410,2199.02
2026-06-19,7,1159578,581.57
2026-03-13,39,17044,2092.58
2026-04-01,70,4998,933.30
2026-07-04,13,199211,1869.96
2026-05-01,19,190670,1563.22
2026-06-14,16,96879,1078.18
2026-04-26,43,16943,198.85
2026-03-09,35,1437397,1593.00
2026-04-16,61,1128544,1897.91
2026-06-13,13,141633,490.00
2026-07-22,47,199775,2492.01
2026-03-28,32,1082491,840.65
2026-07-13,52,122171,1487.71
2026-07-11,2,70776,1042.62
2026-07-13,83,107529,1307.95
2026-03-30,46,1765074,2154.89
2026-06-06,29,107404,1892.46
2026-07-27,28,1167590,958.37
2026-07-29,66,148679,676.71
2026-04-16,73,107324,457.28
2026-07-05,72,160756,2301.77
2026-04-04,47,57601,1621.34
2026-06-19,72,11042,683.37
2026-07-18,61,1039589,352.72
2026-04-11,50,1569285,1776.71
2026-07-06,87,1647549,944.96
2026-07-14,59,18468,572.01
2026-03-17,22,63864,1567.16
2026-05-14,66,1075813,2136.36
2026-05-09,83,22097,1745.25
2026-07-20,18,113536,433.25
2026-06-30,2,1071432,1651.24
2026-05-26,5,1072292,2201.12
2026-03-23,81,1121505,2284.13
2026-04-11,63,1098441,850.85
2026-07-16,13,159055,1226.98
2026-05-29,19,97049,2431.59
2026-07-19,43,1115651,747.47
2026-06-16,9,1114814,1536.24
2026-07-02,63,128887,834.11
2026-05-26,61,104685,1722.16
2026-05-26,30,16502,468.75
2026-04-01,58,1118417,1916.99
2026-06-16,26,1669798,1527.00
2026-06-11,12,153277,2173.71
2026-04-30,63,10702,1365.33
2026-04-12,79,1106695,502.72
2026-06-21,6,98532,490.72
2026-07-06,86,61394,1554.88
2026-03-24,6,1568660,1683.95
2026-04-05,66,1120683,720.03
2026-07-03,49,7684,599.28
2026-07-01,85,156532,2300.96
2026-06-05,63,1116472,2200.26
2026-04-26,39,100169,874.43
2026-03-10,12,119664,852.13
2026-03-04,74,1127744,1617.70
2026-04-14,55,1733898,2201.99
2026-07-30,58,1113723,2382.44
2026-03-17,84,4941,338.44
2026-04-13,67,152138,1779.97
2026-04-04,27,1709765,1888.00
2026-03-27,43,5472,2371.94
2026-04-29,32,9804,1804.21
2026-03-05,8,1159578,1847.48
2026-06-24,51,151634,396.53
2026-05-13,44,1000044,1319.52
2026-04-28,22,1960,1880.81
