Cod_SAP,CNPJ,RazaoSocial,Rua_Numero,matriz_filial,nome_fantasia,codigo_situacao_cadastral,data_situacao_cadastral,motivo_situacao_cadastral,nome_cidade_exterior,codigo_pais,data_inicio_atividade,cnae_principal,cnae_secundario,tipo_logradouro,logradouro,numero,complemento,bairro,cep,uf,codigo_municipio_siafi,ddd1,telefone1,ddd2,telefone2,dddfax,fax,email,situacao_especial,data_situacao_especial,cnpj_basico,cnpj_ordem,cnpj_dv,latitude,longitude
66950,57374860000102,ROEFERO & CIA LTDA,"AV.9 DE JULHO, 437",1,POSTO SAO PAULO,02,20050924,00,null,null,19660630,4731800,"4732600,4729602",AVENIDA,9 DE JULHO,437,null,CENTRO,19360000,SP,7055,null,null,null,null,null,null,null,null,null,57374860,0001,02,-22.0558139,-51.7466948
7156,04681824000125,J M C DERIVADOS DE PETROLEO LTDA,"AV GETULIO VARGAS, 1751",1,null,02,20051103,00,null,null,20010924,4731800,"4732600,4784900,4930202,4930203",AVENIDA,GETULIO VARGAS,1751,null,CAPUCHINHOS,44076015,BA,3515,75,36256444,null,null,null,null,POSTOALAMEDA@IG.COM.BR,null,null,04681824,0001,25,null,null
65716,04694917000194,POSTO NOSSA SENHORA DE FATIMA LTDA,"R MARECHAL MALLET, 804",1,POSTO FATIMA,02,20010927,00,null,null,20010927,4731800,"4520004,4520005,4530705,4729602,4732600,4784900",RUA,MARECHAL MALLET,804,null,CENTRO,79200000,MS,9021,null,null,null,null,null,null,null,null,null,04694917,0001,94,null,null
63829,76045624000197,AUTO POSTO PR 323 LTDA,"R MANOEL RAMIRES, 2690",1,POSTO GAUCHAO,02,20010922,00,null,null,19820202,4731800,"4732600,4520005,4930203,4930202",RUA,MANOEL RAMIRES,2690,null,PARQUE INDUSTRIAL I,87507011,PR,7935,44,36397375,44,98461818,44,36397375,null,null,null,76045624,0001,97,null,null
65660,02969905000108,TROKAR POSTOS DE SERVICOS LTDA,"RUA JOSE ANTONIO PEREIRA, 260",1,AUTO POSTO TROKAR,02,20041231,00,null,null,19870202,4731800,"4732600,4784900,4520005,7490104,4729602,4721102",RUA,JOSE ANTONIO PEREIRA,260,null,CENTRO,79002400,MS,9051,67,30420012,null,null,null,null,null,null,null,02969905,0001,08,null,null
125503,08534562000712,FRANCISCO DE SALES DANTAS,"JOAO TIBURCIO, 06",2,POSTO NOBRE II,02,20050616,00,null,null,20050616,4731800,4930203,RUA,JOAO TIBURCIO,06,null,CENTRO,59162000,RN,1841,null,null,null,null,null,null,AMAREMANSA1501@HOTMAIL.COM,null,null,08534562,0007,12,null,null
41101,04762831000151,POSTO PINHEIRO & CARVALHO LTDA,"AV SELIM JOSE DE SALES, 505",1,POSTO CARVALHO,02,20050827,00,null,null,20011112,4731800,4732600,AVENIDA,SELIM JOSE DE SALES,505,489/477,CANAA,35164213,MG,4625,null,null,null,null,null,null,null,null,null,04762831,0001,51,-19.4463022,-42.5560042
5025,02997412000173,JUMAR COMERCIO DE DERIVADOS DE PETROLEO LTDA,"112 LOTES 1 A 4, 1 A 4",1,POSTO SANTO EXPEDITO,02,20220113,00,null,null,19990201,4731800,"4520005,4732600",QUADRA,112 LOTES,1 A 4,null,JARDIM LAGO AZUL,72865112,GO,1058,61,91249205,null,null,null,null,CONTATO@CONTATO.COM,null,null,02997412,0001,73,null,null
63381,06964197000165,POSTO HOLANDA TEIXEIRA LTDA,"AV.SENADOR ARNON DE MELLO, 2070-B",1,"POSTO HOLANDA TEIXEIRA, HOT CAFE",02,0,00,null,null,20040825,4731800,4732600,AVENIDA,SENADOR ARNON DE MELLO,2070/B,null,CENTRO,57670000,AL,2795,null,null,null,null,null,null,null,null,null,06964197,0001,65,null,null
14060,39286711000100,POSTO ALTERNATIVO LTDA,"R JOSE REGATTIERI, 31",1,POSTO SAO ROQUE,02,20051103,00,null,null,19930113,4731800,"4732600,4530703",RUA,JOSE REGATTIERI,31,null,CENTRO,29665000,ES,0764,null,null,null,null,null,null,null,null,null,39286711,0001,00,-19.7234229,-40.6955747
42307,04798554000137,PEREIRA DE ALMEIDA & SOUZA COM.LTDA,"AV.JUSCELINO KUBITSCHEK, 2689",1,AUTO POSTO MODELO.,02,20050827,00,null,null,20011128,4731800,"4732600,4784900,4530705,4723700,4520006,4520005,5611201,5611203,4681801,4930203,4930202,4930204",AVENIDA,JUSCELINO KUBITSCHEK,2689,null,CENTRO,76958000,RO,0041,69,34182321,null,null,null,null,EXACTUS-NBO@HOTMAIL.COM,null,null,04798554,0001,37,null,null
65720,04800126000100,AUTO POSTO TUBARAO DE LENCOIS PAULISTA LTDA,"AV 25 DE JANEIRO, 850",1,null,02,20011206,00,null,null,20011206,4731800,"4732600,4729602",AVENIDA,25 DE JANEIRO,850,null,CENTRO,18680040,SP,6637,14,32645199,14,91225674,null,null,POSTOTUBARAO@OUTLOOK.COM,null,null,04800126,0001,00,-22.5958665,-48.7986845
7664,06511885000170,COMERCIO CARVALHO LTDA,"R LEONIDAS MELO, 359",1,POSTO CARVALHO,02,20050924,00,null,null,19660909,4731800,4732600,RUA,LEONIDAS MELO,359,null,CENTRO,64100000,PI,1023,null,null,null,null,null,null,null,null,null,06511885,0001,70,null,null
71818,06980628000187,POSTO MINAS SHOPPING LTDA,"AV CRISTIANO MACHADO, 3400",1,POSTO MINAS SHOPPING,02,0,00,null,null,20040914,4731800,"4520005,4732600",AVENIDA,CRISTIANO MACHADO,3400,null,UNIAO,31160342,MG,4123,31,32358700,null,null,null,null,ATENDIMENTO@CONTABILIDADELTDA.COM.BR,null,null,06980628,0001,87,null,null
157664,04813108000154,PETROLINS REVENDA DE COMBUSTIVEIS CAFELANDIA LTDA.,"RUA EUCLIDES MIRAGAIA, 129",1,POSTO PETROLINS CAFELANDIA,02,20051103,00,null,null,20011130,4731800,"4732600,4729602",RUA,EUCLIDES MIRAGAIA,129,null,CENTRO,16500000,SP,6277,null,null,null,null,null,null,null,null,null,04813108,0001,54,-21.7751502,-49.5687416
84774,21637467000117,POSTO ARCO VERDE LTDA,"R.CARDEAL ARCO VERDE, 909",1,null,02,20010219,00,null,null,19851220,4731800,4732600,RUA,CARDEAL ARCO VERDE,909,null,ELDORADINHO,32060514,MG,4371,null,null,null,null,null,null,null,null,null,21637467,0001,17,-19.8613738,-44.1309191
18812,70184056000200,MARLEIDE BESERRA DINIZ EIRELI,"ROD PE 365 KM 26,5, S/N",2,POSTO SANTA LUZIA,02,20011110,00,null,null,19940810,4731800,4732600,RODOVIA,"PE 365 KM 26,5",S/N,null,SEDE,56895000,PE,2639,null,null,null,null,null,null,null,null,null,70184056,0002,00,null,null
66256,01428920000178,AUTO POSTO UCHOA - EIRELI,"AV FLORIANO PEIXOTO, 525",1,AUTO POSTO UCHOA,02,20010805,00,null,null,19960430,4731800,"4520005,4530703,4721104,4723700,4732600",AVENIDA,FLORIANO PEIXOTO,525,null,CENTRO,15890035,SP,7213,17,38261816,17,38261567,17,38262217,ESCRITORIO_SERCON@HOTMAIL.COM,null,null,01428920,0001,78,null,null
10940,21954458000150,POSTO SANTO ONOFRE LTDA,"R ERICO VERISSIMO, 1685",1,null,02,20050924,00,null,null,19860409,4731800,"4520005,4732600",RUA,ERICO VERISSIMO,1685,null,SANTA MONICA,31520395,MG,4123,31,30291400,null,null,null,null,CONTABJF@CONTABJF.COM.BR,null,null,21954458,0001,50,null,null
79291,03075558000124,ROMANO COMERCIO VAREJISTA DE COMBUSTIVEL LTDA,"AV MUNICIPAL, 2709, 2709",1,POSTO ROMANO,02,20031018,00,null,null,19990405,4731800,"4530705,4732600,4729602,4612500,4520006,4520005,4930203",AVENIDA,MUNICIPAL,2709,null,CIDADE ALTA,88930000,SC,8369,48,35257402,null,null,48,35250973,CONTATO@ROMANOPOSTOS.COM.BR,null,null,03075558,0001,24,-28.9004822,-49.7115614
10942,21981287000158,POSTOS URBANO FERRAZ LTDA,"AV ALVARES CABRAL, 780",1,null,02,20051103,00,null,null,19860425,4731800,"4520005,4732600",AVENIDA,ALVARES CABRAL,780,null,LOURDES,30170000,MG,4123,31,25122534,31,34426393,null,null,FISCAL@JBRETAS.COM.BR,null,null,21981287,0001,58,-19.9309713,-43.9448709
134336,04878280000196,R&P COMBUSTIVEIS E SERVICOS LTDA,"AV.DOM MALAN, 110",1,AUTO POSTO GABRIELLA,02,0,00,null,null,20020123,4731800,"4530703,4729602,4732600,4784900,4930203,7711000,7731400,7732201",AVENIDA,DOM MALAN,110,null,ISABEL GOMES,56360000,PE,2303,null,null,null,null,null,null,null,null,null,04878280,0001,96,null,null
14155,40605115000124,POSTO MACAUBENSE LTDA,"AV VIA DO ACESSO, SN",1,AUTO POSTO MACAUBENSE,02,20051103,00,null,null,19911031,4731800,"4732600,4789005",AVENIDA,VIA DO ACESSO,SN,KM 2,null,46500000,BA,3697,null,null,null,null,null,null,reginaldo.seacon@bol.com.br,null,null,40605115,0001,24,null,null
10997,22388292000114,POSTO PARAIBUNA LTDA,"R AMERICO LOBO, 708",1,null,02,20010523,00,null,null,19861023,4731800,4732600,RUA,AMERICO LOBO,708,null,SANTA TEREZINHA,36045050,MG,4733,32,33131727,null,null,32,33131727,ESCRITA@ESCRITACONTABIL.COM.BR,null,null,22388292,0001,14,-21.7436385,-43.354649
73205,07075892000139,RPB AUTO POSTO LTDA,"AV RUBENS ALVES DA SILVA, 1663",1,REDE RPB,02,20041110,00,null,null,20041110,4731800,"4520001,4530703,4729602,4729699,4732600,4784900,4930203,6822600",AVENIDA,RUBENS ALVES DA SILVA,1663,null,CENTRO,49200000,SE,3141,79,35222476,null,null,79,5222755,FISCAL@REDERPB.COM.BR,null,null,07075892,0001,39,null,null
76823,79249942000320,PETRO POSTO UNIAO LTDA,"R HERMANN WEEGE, 151",2,null,02,20010127,00,null,null,19990419,4731800,"4772500,4784900,4732600,4729699,4789005,5611203,4520005",RUA,HERMANN WEEGE,151,null,CENTRO,89107000,SC,8259,047,3872088,null,null,047,3872088,null,null,null,79249942,0003,20,-26.7287899,-49.1828385
48991,04900369000101,POSTO AUTOVIA C-1 LTDA,"ROD BR 407, S/N",1,POSTO AUTOVIA C-1,02,20020130,00,null,null,20020130,4731800,"4732600,4930203",RODOVIA,BR 407,S/N,KM    118,ZONA RURAL,56300990,PE,2521,87,88436737,null,null,null,null,AUTOVIAC1@GMAIL.COM,null,null,04900369,0001,01,null,null
63849,80491665000265,ARISTIDES MALLON & CIA LTDA,"R VIDAL RAMOS, 1037",2,null,02,20051103,00,null,null,19880314,4731800,"4723700,4729602,4732600,4930203,5611201,5611203,5611204",RUA,VIDAL RAMOS,1037,null,CENTRO,89460044,SC,8073,null,null,null,null,null,null,null,null,null,80491665,0002,65,null,null
41242,03150376000170,AUTO POSTO MACEIO LTDA,"MACEIO, 7-83",1,POSTO MACEIO,02,20051103,00,null,null,19990505,4731800,"4732600,7732201",RUA,MACEIO,7-83,null,CENTRO,19470000,SP,6927,018,2812652,null,null,null,null,null,null,null,03150376,0001,70,-21.9666763,-52.2337184
76207,07120479000149,AUTO POSTO VIA MARE LTDA,"AV ALMIRANTE ALVARO CALHEIROS, 944",1,POSTO VIA MARE,02,20041209,00,null,null,20041209,4731800,"4729602,4732600",AVENIDA,ALMIRANTE ALVARO CALHEIROS,944,null,JATIUCA,57035558,AL,2785,82,98209398,null,null,null,null,POSTOJACINTINHO@HOTMAIL.COM,null,null,07120479,0001,49,null,null
63553,01528171000150,AUTO POSTO LAVAPES EIRELI,"AV CEL. IGOMER DE BARROS, 1.399",1,null,02,20000701,00,null,null,19961111,4731800,4732600,AVENIDA,CEL. IGOMER DE BARROS,1.399,null,PRAIA,35530000,MG,4331,37,33811058,null,null,37,33811058,null,null,null,01528171,0001,50,null,null
20756,85102598000263,POSTO RIO VERMELHO LTDA,"ROD ARMANDO CALIL BULOS, 2599",2,POSTO BOM JESUS,02,20051103,00,null,null,20000104,4731800,"4520005,4721102,4723700,4729602,4729699,4732600,5611203",RODOVIA,ARMANDO CALIL BULOS,2599,null,VARGEM DO BOM JESUS,88058000,SC,8105,48,32699227,null,null,048,2444484,MURILOJOSESILVEIRA@GMAIL.COM,null,null,85102598,0002,63,null,null
67390,87790648000359,WINGERT COMERCIO DE COMBUSTIVEIS LTDA,"AV.JOSE LOUREIRO DA SILVA, 388",2,null,02,20051103,00,null,null,19811029,4731800,"4732600,4729602,5611203,4784900,4930202,4520001",AVENIDA,JOSE LOUREIRO DA SILVA,388,null,CENTRO,96180000,RS,8569,null,null,null,null,null,null,null,null,null,87790648,0003,59,-30.8588513,-51.7877435
5262,03199834000166,AUTO POSTO TERCEIRO MILENIO LTDA,"- MATO GROSSO, 430",1,AUTO POSTO TERCEIRO MILENIO,02,20051103,00,null,null,19990608,4731800,"1412601,1413401,1413402,1813099,3299003,3299004,4120400,4322302,4399103,4649408,4729699,4732600,4751201,4755501,4761003,4763602,4789004,7820500,9609208",RUA,- MATO GROSSO,430,null,PACOVAL,68905160,AP,0605,null,null,null,null,null,null,null,null,null,03199834,0001,66,0.0780957,-51.0775589
5312,03235387000153,COMERCIAL RIPARDO DERIVADOS DE PETROLEO LTDA,"SEN.FERNANDES TAVORA, 3281",1,NOSSO POSTO,02,20051103,00,null,null,19990621,4731800,4729602,AVENIDA,SEN.FERNANDES TAVORA,3281,null,JOQUEI CLUBE,60510290,CE,1389,085,2946098,null,null,null,null,null,null,null,03235387,0001,53,null,null
5335,03246347000107,POSTO SANTA CLARA DA PAVUNA LTDA,"AV PROF BERNARDINO DA ROCHA, 113",1,POSTO SANTA CLARA,02,20051103,00,null,null,19990621,4731800,4732600,AVENIDA,PROFESSOR BERNARDINO DA ROCHA,113,null,PAVUNA,21650450,RJ,6001,021,7561538,null,null,021,7561538,null,null,null,03246347,0001,07,-22.8138776,-43.3709677
22169,95425369000314,COMERCIO DE COMBUSTIVEIS NEVOEIRO LTDA,"ROD RST 287 KM 100, S/N",2,REDE NEVOEIRO,02,20031004,00,null,null,19760218,4731800,"4520005,4723700,4729602,4729699,4732600,4784900,4930203,5611203",RODOVIA,RSC 287,SN,KM    134,JARDIM EUROPA,96810970,RS,8839,51,21065002,null,null,51,37133200,NEV02@REDENEVOEIRO.COM.BR,null,null,95425369,0003,14,null,null
1138142,96735022000500,AUTO SERVICO LINDOLFO COLLOR LTDA,"AV VINTE DE SETEMBRO, 3569",2,POSTO CHAFARIZ,02,0,00,null,null,20021129,4731800,"4520005,4530703,4721102,4729602,4732600",AVENIDA,VINTE DE SETEMBRO,3569,null,CENTRO,93800238,RS,8899,51,35992624,null,null,51,5992624,CENTRAL@CHAFARIZ.COM.BR,null,null,96735022,0005,00,null,null
3085,01625142000107,LIVIA AUTO POSTO LTDA,"AV JOSE ANTONIO ALMEIDA AMAZONAS, 551",1,LIVIA,02,20010225,00,null,null,19970122,4731800,"4732600,4520005,4712100",AVENIDA,JOSE ANTONIO ALMEIDA AMAZONAS,551,null,VL GUIOMAR,09090390,SP,7057,11,49904333,null,null,011,4400255,RUBIA.DOLIVEIRA@HOTMAIL.COM,null,null,01625142,0001,07,-23.6564216,-46.5352204
189350,01628568000114,POSTO L. V. DE MACAE LTDA,"AV. CARLOS AUG. TINOCO GARCIA, 1852",1,POSTO MOREIRA CABRAL,02,20161129,00,null,null,19960215,4731800,4732600,AVENIDA,CARLOS AUGUSTO TINOCO GARCIA,1852,null,JARDIM SOL Y MAR,27940370,RJ,5847,null,null,null,null,null,null,null,null,null,01628568,0001,14,-22.3910593,-41.7830347
17788,61327938000105,POSTO DE SERVICO POPULAR LTDA,"AV JABAQUARA, 1966",1,null,02,20040828,00,null,null,19660721,4731800,"4729602,4732600",AVENIDA,JABAQUARA,1966,null,MIRANDOPOLIS,04046300,SP,7107,11,29141406,null,null,null,null,OESTRELLA@UOL.COM.BR,null,null,61327938,0001,05,-23.6183881,-46.6392717
81267,07249025000172,AUTO POSTO PROGRESSO LTDA,"AV.MARECHAL DEODORO, S/N, S/N",1,AUTO POSTO PROGRESSO,02,20041217,00,null,null,20041217,4731800,"4732600,4784900,4729699,4723700,5611201,5510801,4520005,4520006,4930203",AVENIDA,MARECHAL DEODORO,S/N,QD  27 - SETOR 02,CENTRO,69960000,AC,0113,null,null,null,null,null,null,null,null,null,07249025,0001,72,-9.2029689,-71.0022311
107446,24388803000123,CLEONICE MARIA DA SILVA SOBRAL LTDA,"AV. BEBERIBE, 4668",1,POSTO PAI E FILHOS,02,20051103,00,null,null,19890714,4731800,"4732600,4723700,4729602",AVENIDA,BEBERIBE,4668,null,BEBERIBE,52130000,PE,2531,0081,2243221,null,null,null,null,null,null,null,24388803,0001,23,null,null
11313,24426546000177,AUGUSTO E CIA LTDA,"R SAO SEBASTIAO, 75",1,null,02,20030118,00,null,null,19701215,4731800,4732600,RUA,SAO SEBASTIAO,75,null,SAO JOAO BATISTA,33030780,MG,5155,31,36412378,null,null,null,null,null,null,null,24426546,0001,77,-19.7693028,-43.8756742
17998,61794038000178,AUTO POSTO PEDRA BRANCA DE SAO MANUEL LTDA,"AV FRANCISCO PAGLIATO, 301",1,null,02,20010421,00,null,null,19891025,4731800,4732600,AVENIDA,FRANCISCO PAGLIATO,301,null,DISTRITO INDUSTRIAL,18655000,SP,7103,14,38411548,14,38413468,14,38413468,ASSESSORIA@ECSAOMANUEL.COM.BR,null,null,61794038,0001,78,null,null
14693,43613033000110,SERVE AUTO & TERRAZZA ACAPULCO LTDA,"NORDESTINA, 1026",1,SERVE AUTO,02,20050924,00,null,null,19730810,4731800,"4729602,4732600",AVENIDA,NORDESTINA,1026,null,VILA AMERICANA,08021010,SP,7107,null,null,null,null,null,null,null,null,null,43613033,0001,10,-23.4978257,-46.4375513
80705,43668763000118,LIMA E DIB LTDA,"R.DR.ALBERTO SEABRA, 53",1,POSTO DA ESTACAO,02,19980930,00,null,null,19800618,4731800,"4732600,4784900",RUA,DR ALBERTO SEABRA,53,null,ESTACAO,18270010,SP,7181,15,91778325,null,null,null,null,POSTODOTURCO@HOTMAIL.COM,null,null,43668763,0001,18,-23.3470523,-47.8484129
20086,80454523000147,AVENIDA AUTO POSTO LTDA,"AV CEL. JOSE SEVERIANO MAIA, 1289",1,POSTO AVENIDA,02,20051103,00,null,null,19871223,4731800,"4732600,4930203,4530703,4729699",AVENIDA,CEL. JOSE SEVERIANO MAIA,1289,null,CENTRO,89300001,SC,8199,null,null,null,null,null,null,null,null,null,80454523,0001,47,null,null
14769,43911031000107,AUTO POSTO COLUMBIA LTDA,"DA CONCEICAO, 3249",1,COLUMBIA,02,20030802,00,null,null,19731130,4731800,"4520005,4729602,4732600",AVENIDA,CONCEICAO,3249,null,JARDIM JAPAO,02135001,SP,7107,11,20939191,null,null,null,null,POSTOS.RF@OUTLOOK.COM,null,null,43911031,0001,07,-23.4949656,-46.5812782
114603,07318395000114,AUTO POSTO SUPER ANHANGUERA LTDA.,"VIA ANHANGUERA, S/N",1,null,02,20050407,00,null,null,20050407,4731800,"4930203,4729699,4732600,5223100,4520005",VIA,ANHANGUERA,KM 24,null,VILA SULINA,05276000,SP,7107,11,55062304,null,null,11,55073764,conceitual@superig.com.br,null,null,07318395,0001,14,-23.4582779,-46.7853417
14907,44496719000130,AUTO POSTO BARRA BONITA LTDA,"AV PEDRO OMETTO, 555",1,null,02,20051103,00,null,null,19720526,4731800,4732600,AVENIDA,PEDRO OMETTO,555,null,CENTRO,17340001,SP,6205,14,36415353,14,36410835,14,36410835,AUTOPOSTOBARRABONITA@TERRA.COM.BR,null,null,44496719,0001,30,null,null
14954,44737484000121,AUTO POSTO 3 IRMAOS DE ITATIBA LTDA,"ROD D.PEDRO I KM 105+600MTS VIA SUL, S/N",1,null,02,20020223,00,null,null,19720317,4731800,4732600,RODOVIA,D.PEDRO I KM 105+600MTS VIA SUL,S/N,null,BAIRRO DA PONTE,13252800,SP,6569,11,45240202,null,null,11,45243233,ISMAEL@POSTO3IRMAOS.COM.BR,null,null,44737484,0001,21,-22.9871171,-46.8076531
11495,25489287000196,POSTO NEBLINA DOURADA LTDA,"AV JOSE SURDO, 197",1,null,02,20051103,00,null,null,19881122,4731800,"4520006,4530703,4723700,4729602,4732600,4789099",AVENIDA,JOSE SURDO,197,LETRA A,NOSSA SRA DO ROSARIO,35670000,MG,4813,null,null,null,null,null,null,null,null,null,25489287,0001,96,null,null
18140,62882964000168,AUTO POSTO ANHEMBI LTDA,"AV BRAZ LEME, 637",1,null,02,20051103,00,null,null,19700903,4731800,"4729602,4732600",AVENIDA,BRAZ LEME,637,null,CASA VERDE,02511000,SP,7107,null,null,null,null,null,null,null,null,null,62882964,0001,68,-23.5094804,-46.6500172
20191,81351918000187,COMERCIAL AUTO POSTO ESMERALDA LTDA,"R NEREU RAMOS, 3532",1,null,02,20010701,00,null,null,19890608,4731800,4732600,RUA,NEREU RAMOS,3532,null,CENTRO,89370000,SC,8239,null,null,null,null,null,null,null,null,null,81351918,0001,87,-26.5134436,-50.1626664
8251,08418303000130,IRMAOS JOTA PINTO & CIA LTDA,"R DOMINGOS ACACIO, 144",1,POSTO JOTA PINTO,02,20051103,00,null,null,19810403,4731800,"4784900,4530703,4729602,4723700,4729601,4530705",RUA,DOMINGOS ACACIO,144,null,DOMINGOS ACACIO,57500000,AL,2859,82,99489333,82,99209392,null,null,grupojotapinto@hotmail.com,null,null,08418303,0001,30,null,null
65789,46656369000158,AUTO POSTO GALEAO LTDA,"AV DOS IMIGRANTES, 2500",1,null,02,20051103,00,null,null,19750617,4731800,"4520005,4530703,4732600,4772500,4789099",AVENIDA,DOS IMIGRANTES,2500,null,LAVAPES,12902000,SP,6251,11,24738560,null,null,11,40341291,ADMINISTRATIVO@CONTABILLIMA.COM.BR,null,null,46656369,0001,58,-22.9556309,-46.5523766
65694,03787227000117,AUTO POSTO DE SERVICOS SACI LTDA.,"R.HUM, 891",1,AUTO POSTO SACI,02,20051103,00,null,null,20000428,4731800,4732600,RUA,HUM,891,null,CENTRO,14620000,SP,6787,016,7265454,null,null,null,null,null,null,null,03787227,0001,17,-20.7171732,-47.9020367
11657,26822825000185,POSTONAVE COM DE DERIVADOS DE PETROLEO LTDA,"R MANOEL CAVASSA, 01",1,POSTONAVE,02,20050924,00,null,null,19901002,4731800,"4399104,4732600,5232000,7719501",RUA,MANOEL CAVASSA,01,null,CENTRO,79301120,MS,9063,67,32312367,null,null,null,null,POSTONAVE@POSTOJANJAO.COM.BR,null,null,26822825,0001,85,null,null
15615,46889176000147,AUTO POSTO ANTARTICO LTDA,"AV ANTARTICO, 511",1,null,02,20040424,00,null,null,19810828,4731800,4732600,AVENIDA,ANTARTICO,511,JD DO MAR,JD DO MAR,09726150,SP,7075,15,33428451,null,null,null,null,CONTATO@ESCRITORIOGOLD.COM.BR,null,null,46889176,0001,47,-23.6886459,-46.562261
1100489,46964839000140,AUTO POSTO CANECAO PEDREIRA LTDA,"AV WANDERLEY JOSE VICENTINI, 486",1,POSTO CANECAO,02,20010825,00,null,null,19751219,4731800,"4520001,4520005,4721104,4723700,4729602,4729699,4732600,4789005,4789099,5611203,6810202,9601701",AVENIDA,WANDERLEY JOSE VICENTINI,486,null,VILA CANESSO,13920000,SP,6843,19,38399200,null,null,null,null,DEPARTAMENTOFISCALTIX@YPE.IND.BR,null,null,46964839,0001,40,-22.7485717,-46.8931368
45808,64438708000101,CCA COMERCIAL DE COMBUSTIVEIS AUTOMOTIVOS LTDA,"R.CORONEL JOVE SOARES, 300",1,null,02,20051103,00,null,null,19901227,4731800,"4520005,4732600",AVENIDA,CORONEL JOVE SOARES NOGUEIRA,300,null,INCONFIDENTES,32260470,MG,4371,31,21262800,31,21262800,31,21262800,FINANCEIRO@REDEFLEXBH.COM.BR,null,null,64438708,0001,01,-19.9600384,-44.0436477
15769,47497565000190,AUTO POSTO VILA NOVA LTDA,"AV 9 DE ABRIL, 2916",1,VILA NOVA,02,20031108,00,null,null,19691210,4731800,"4520005,4530703,4729602,4732600,4784900",AVENIDA,NOVE DE ABRIL,2916,null,VILA NOVA,11520000,SP,6371,11,47986101,null,null,null,null,DIRETORIA1@EERADM.COM.BR,null,null,47497565,0001,90,-23.8970272,-46.4236882
20454,83087338000150,ABASTECEDORA DE COMBUSTIVEIS SAO CRISTOVAO LTDA,"R 15 DE NOVEMBRO, 1102",1,POSTO DO CANHOTO,02,20010520,00,null,null,19750725,4731800,"4530703,4732600,4729602,4520006,4520005",AVENIDA,XV DE NOVEMBRO,1102,null,CENTRO,89665000,SC,8075,49,35551584,null,null,null,null,POSTODOCANHOTO@HOTMAIL.COM,null,null,83087338,0001,50,-27.4279884,-51.6202201
15792,47624697000135,POSTO DE SERVICOS SANTA MARIA LTDA,"AV MALEK ASSAD, 15",1,null,02,20041224,00,null,null,19811119,4731800,"4732600,4784900,4530703,3329599,4729602,4520005,4520006,5223100",AVENIDA,MALEK ASSAD,15,null,JARDIM SANTA MARIA,12328080,SP,6589,12,39512890,null,null,null,null,null,null,null,47624697,0001,35,-23.2843496,-45.9707607
18357,64807845000176,ANTONIO CARLOS URENHA & CIA.LTDA.,"R AMAZONAS, 336",1,null,02,20050924,00,null,null,19901108,4731800,"4520005,4732600",RUA,AMAZONAS,336,null,JARDIM BELA VISTA,14150000,SP,7131,16,39871281,null,null,null,null,JUURENHA@BOL.COM.BR,null,null,64807845,0001,76,-21.2105166,-47.625836
15843,48032098000195,AUTO POSTO TREMEMBE LTDA,"AV NOVA CANTAREIRA, 4892",1,null,02,20001230,00,null,null,19760531,4731800,"4729602,4732600,5223100,9601701",AVENIDA,NOVA CANTAREIRA,4892,null,JD TREMENBE,02340002,SP,7107,11,59046664,11,55735252,null,null,MARCIO@CONTAR.CNT.BR,null,null,48032098,0001,95,-23.4515356,-46.6162118
11841,27695006000187,AUTO POSTO CINCO ESTRELAS LTDA,"ROD. PRES DUTRA - KM 163, 482",1,null,02,20031031,00,null,null,19820216,4731800,"4930203,4729699,4732600",RODOVIA,PRESIDENTE DUTRA,482,null,IRAJA,21240001,RJ,6001,null,null,null,null,null,null,null,null,null,27695006,0001,87,-22.8123333,-43.3222227
18398,65237661000180,POSTO VERDADEIRO LTDA,"AV JOAO PINHEIRO, 5185",1,null,02,20051103,00,null,null,19930126,4731800,"4520005,4520006,4729699,4732600",AVENIDA,JOAO PINHEIRO,5185,A,CHARLES CHARNEAUX,34800000,MG,4199,null,null,null,null,null,null,LEGALIZACAO@REVENDACONTABIL.COM.BR,null,null,65237661,0001,80,-19.8261106,-43.599128
105263,28680429000196,POSTO OJM LTDA,"R. ARY FONTENELLE, 353",1,POSTO O.J.M.,02,20010123,00,null,null,19660928,4731800,"4520005,4732600,4530703,4530704",RUA,ARY FONTENELLE,353,E AV D ARAGAO 187,CENTO,27321740,RJ,5807,null,null,null,null,null,null,null,null,null,28680429,0001,96,-22.5284155,-44.18389
1150740,66001934000156,AUTO POSTO HK BEACH LTDA,"AV GOVERNADOR DOUTOR ADHEMAR PEREIRA DE BARROS, 1130",1,AUTO POSTO BEACH,02,20220114,00,null,null,19910607,4731800,"4520005,4721102,4729602,4732600,4784900,5611201,5611203",AVENIDA,GOVERNADOR DOUTOR ADHEMAR PEREIRA DE BARROS,1130,null,JARDIM CECAP,15406171,SP,6779,17,21366460,null,null,null,null,THIAGO.RIBEIRO@REDEMONTECARLO.COM.BR,null,null,66001934,0001,56,null,null
18470,66043654000100,AUTO POSTO MONTAGNOLI LTDA,"R CACTUS, 45",1,null,02,20051103,00,null,null,19910607,4731800,"4729602,4520005",RUA,CACTUS,45,null,JARDIM DAS FLORES,06110200,SP,6789,null,null,null,null,null,null,null,null,null,66043654,0001,00,-23.5337025,-46.7901856
